Epoch time,Latitude,Longitude,Radiation (cps)
1682698628.5503068,37.870368,-122.251983,22.0
1682698633.8822906,37.870368,-122.251983,29.2
1682698639.2146993,37.870368,-122.251983,25.2
1682698644.5262625,37.870368,-122.251983,25.0
1682698649.8709638,37.870368,-122.251983,23.0
1682698655.2511327,37.870368,-122.251983,28.6
1682698660.5727725,37.870368,-122.251983,21.4
1682698665.9328325,37.870368,-122.251983,27.0
1682698671.284221,37.870368,-122.251983,22.8
1682698676.7541091,37.870368,-122.251983,25.0
1682698682.216306,37.870368,-122.251983,22.8
1682698687.563076,37.870368,-122.251983,22.8
1682698692.9610097,37.870368,-122.251983,22.0
1682698698.3325112,37.870368,-122.251983,22.2
1682698703.6841471,37.870368,-122.251983,27.6
1682698709.114143,37.870368,-122.251983,25.8
1682698714.490909,37.870368,-122.251983,22.0
1682698719.8804293,37.870368,-122.251983,23.0
1682698725.2749367,37.870368,-122.251983,24.6
1682698730.6500416,37.870368,-122.251983,23.2
1682698736.068626,37.870368,-122.251983,26.4
1682698741.44291,37.870368,-122.251983,24.4
1682698746.8284867,37.870368,-122.251983,23.6
1682698752.2757215,37.870368,-122.251983,24.6
1682698757.664692,37.870368,-122.251983,24.6
1682698763.150489,37.870368,-122.251983,21.8
1682698768.6463094,37.870368,-122.251983,25.8
1682698774.1868634,37.870368,-122.251983,29.8
1682698779.7341812,37.870368,-122.251983,22.8
1682698785.246881,37.870368,-122.251983,24.4
1682698790.7324173,37.870368,-122.251983,24.6
1682698796.2029712,37.870368,-122.251983,26.8
1682698801.6872947,37.870368,-122.251983,22.8
1682698807.163315,37.870368,-122.251983,25.2
1682698812.5859866,37.870368,-122.251983,21.6
1682698818.0544035,37.870368,-122.251983,27.8
1682698823.5077057,37.870368,-122.251983,22.2
1682698828.9777982,37.870368,-122.251983,23.6
1682698834.4586654,37.870368,-122.251981,24.4
1682698839.9419641,37.870368,-122.251981,26.8
1682698845.4071279,37.870368,-122.251981,22.6
1682698850.8604622,37.870368,-122.251981,25.0
1682698856.3398175,37.870368,-122.251981,22.0
1682698861.8267462,37.870368,-122.251981,22.0
1682698867.3500862,37.870368,-122.251981,25.2
1682698872.8280509,37.870368,-122.251981,27.4
1682698878.3641725,37.870368,-122.251981,23.8
1682698883.8581378,37.870368,-122.251981,23.8
1682698889.4027972,37.870368,-122.251981,24.0
1682698894.8783467,37.870368,-122.251981,23.8
1682698900.3907654,37.870368,-122.251981,22.4
1682698905.9682276,37.870368,-122.251981,22.8
1682698911.4750388,37.870368,-122.251981,25.2
1682698916.9773989,37.870368,-122.251981,28.4
1682698922.553858,37.870368,-122.251981,27.2
