Epoch time,Latitude,Longitude,Radiation (cps)
1682696949.988449,0,0,37.8
1682696955.3670695,0,0,42.0
1682696960.713366,0,0,43.8
1682696966.1445496,0,0,41.6
1682696971.4762566,0,0,42.0
1682696976.8169663,0,0,39.2
1682696982.176977,0,0,33.6
1682696987.5054438,0,0,43.6
1682696992.8578877,0,0,36.4
1682696998.1957197,0,0,39.6
1682697003.54488,0,0,45.4
1682697008.9032137,0,0,41.2
1682697014.3036876,0,0,37.4
1682697019.6793885,0,0,43.2
1682697025.0717087,0,0,43.8
1682697030.443607,0,0,39.2
1682697035.8350716,0,0,44.2
1682697041.305904,0,0,45.4
1682697046.6938078,0,0,41.6
1682697052.0506036,0,0,41.6
1682697057.468586,0,0,44.4
1682697062.8955626,0,0,36.0
1682697068.297542,37.875388,-122.255916,39.0
1682697073.7851841,37.875371,-122.255928,41.6
1682697079.2345006,37.875401,-122.255938,45.6
1682697084.6825333,37.875358,-122.255906,37.8
1682697090.1708155,37.875293,-122.255878,41.4
1682697095.5788248,37.875294,-122.255888,39.4
1682697101.0266674,37.875293,-122.255898,42.4
1682697106.487822,37.875291,-122.255898,40.4
1682697111.953387,37.875293,-122.255899,44.6
1682697117.3816373,37.875291,-122.255893,39.8
1682697122.8384051,37.875298,-122.255894,41.0
1682697128.2934542,37.875303,-122.255896,38.6
1682697133.7422538,37.875306,-122.255909,40.6
1682697139.21599,37.875308,-122.255923,40.6
1682697144.6412327,37.875306,-122.255931,44.6
1682697150.141068,37.875301,-122.255921,41.0
1682697155.6450956,37.875298,-122.255921,38.4
1682697161.1178837,37.875294,-122.255918,43.6
1682697166.5540447,37.875293,-122.255908,46.8
1682697172.0478508,37.87529,-122.255905,41.2
1682697177.489517,37.875285,-122.255906,48.8
1682697182.9969807,37.875278,-122.255899,38.2
1682697188.4590642,37.875273,-122.255891,40.2
1682697193.9754593,37.87527,-122.25589,44.4
1682697199.4547346,37.875266,-122.255884,44.4
1682697204.9361498,37.875263,-122.255878,40.8
1682697210.4594522,37.875263,-122.255863,40.6
1682697215.9682767,37.875263,-122.255861,43.2
1682697221.5180233,37.875261,-122.255865,42.0
1682697227.1546805,37.87526,-122.255859,43.0
1682697232.6431222,37.875258,-122.255855,40.4
1682697238.1782722,37.875258,-122.255853,38.6
1682697243.709145,37.875256,-122.255851,40.4
1682697249.294466,37.875256,-122.255848,38.8
1682697254.818833,37.87526,-122.255848,34.6
1682697260.3991632,37.875261,-122.255845,46.8
1682697265.9151099,37.875265,-122.255843,39.8
1682697271.4893012,37.875268,-122.255846,44.2
