Epoch time,Latitude,Longitude,Radiation (cps)
1682555458.2033968,37.870768,-122.252491,23.0
1682555463.5106385,37.870768,-122.252491,23.0
1682555468.8384137,37.870768,-122.252491,24.6
1682555474.1579018,37.870768,-122.252491,22.6
1682555479.4669693,37.870768,-122.252491,22.0
1682555484.8021102,37.870768,-122.252491,21.4
1682555490.1580186,37.87077,-122.252488,27.8
1682555495.4659433,37.870765,-122.25249,24.4
1682555500.8116956,37.870768,-122.252485,19.8
1682555506.1584065,37.870771,-122.252479,25.8
1682555511.4848037,37.870771,-122.252479,22.0
1682555516.844808,37.870771,-122.252479,25.2
1682555522.1851945,37.870771,-122.252479,22.8
1682555527.5157158,37.870771,-122.252479,23.4
1682555532.9062545,37.870771,-122.252479,26.0
1682555538.2662668,37.870771,-122.252479,23.2
1682555543.6417723,37.870771,-122.252481,22.4
1682555549.0778513,37.870771,-122.252481,24.2
1682555554.4357588,37.870771,-122.252481,20.4
1682555559.8444908,37.870771,-122.252481,25.4
1682555565.2138605,37.870771,-122.252481,25.4
1682555570.6169064,37.870771,-122.252481,24.8
1682555576.1018033,37.870771,-122.252481,24.2
1682555581.603457,37.870771,-122.252481,24.6
1682555587.0411923,37.870771,-122.252481,24.2
1682555592.4113264,37.870771,-122.252481,22.2
1682555597.8057272,37.870771,-122.252481,26.8
1682555603.222462,37.870771,-122.252481,22.2
1682555608.6387546,37.870771,-122.252481,24.2
1682555614.1092396,37.870771,-122.252481,25.0
1682555619.5047767,37.870771,-122.252481,25.6
1682555624.9863873,37.870771,-122.252481,26.6
1682555630.3872366,37.870771,-122.252481,22.6
1682555635.823175,37.870771,-122.252483,23.2
1682555641.2534132,37.870771,-122.252483,17.4
1682555646.6651325,37.870771,-122.252483,22.6
1682555652.0997918,37.870771,-122.252483,20.0
1682555657.5061462,37.870771,-122.252483,20.2
1682555662.9630697,37.870771,-122.252483,21.0
1682555668.3962398,37.870771,-122.252483,24.6
1682555673.8898816,37.870771,-122.252485,19.4
1682555679.4114838,37.870771,-122.252485,20.2
1682555684.8582072,37.870771,-122.252485,25.4
1682555690.3164892,37.870771,-122.252485,26.8
1682555695.7723026,37.870771,-122.252485,24.0
1682555701.2578995,37.870771,-122.252485,25.6
1682555706.7494566,37.870771,-122.252485,24.4
1682555712.283552,37.870771,-122.252485,23.0
1682555717.748977,37.870771,-122.252485,20.6
1682555723.2706487,37.870771,-122.252485,23.0
1682555728.7436833,37.870771,-122.252485,23.6
1682555734.4138715,37.87077,-122.252486,27.4
1682555739.8940792,37.87077,-122.252486,23.4
1682555745.4234126,37.87077,-122.252486,24.4
1682555750.9436867,37.87077,-122.252486,22.0
1682555756.4261522,37.87077,-122.252486,23.6
1682555761.9217494,37.87077,-122.252486,23.8
1682555767.4269195,37.87077,-122.252486,22.8
1682555772.9560418,37.87077,-122.252486,24.2
