Time,Temperature (C),Gas (ohms),Humidity (%),Pressure (hPa),Altitude (m),PM10 Standard (mirogram/m^3),PM25 Standard (mirogram/m^3),PM100 Standard (mirogram/m^3),
1676505105.7351716,45.0782421875,139578,1.703296581545565,1011.1424709673208,17.561414243148715,0,0,0,
1676505106.9268746,45.09328125,139925,1.6939538775882943,1011.1446844965789,17.54295401907055,0,0,0,
1676505108.1191926,45.1020703125,139463,1.6845710441518766,1011.1350874559021,17.62299093047891,0,0,0,
1676505109.3110652,45.1106640625,140391,1.6940656505690452,1011.1324535935862,17.64495678894527,0,0,0,
1676505110.5040224,45.1184765625,139925,1.694115890972782,1011.1303895476505,17.662170530870238,0,0,0,
1676505111.6969707,45.1290234375,139925,1.6989042048872511,1011.1326958950302,17.64293604386077,0,0,0,
1676505112.8893862,45.1325390625,140041,1.7130898535923578,1011.1237629367431,17.71743537015662,0,0,0,
1676505114.0831258,45.13625,141095,1.7272791610837073,1011.1278754894671,17.683137325906273,0,0,0,
1676505115.274962,45.12921875,141095,1.722511242678941,1011.1311890407219,17.655502910672215,0,0,0,
1676505116.4668422,45.12140625,141569,1.7319037613812294,1011.1368915548971,17.607945150552844,0,0,0,
1676505117.660031,45.11671875,141095,1.7318729521656786,1011.1366748334752,17.609752557327354,0,0,0,
1676505118.8516417,45.11515625,141807,1.7224193104432484,1011.148729309606,17.509221477491835,0,0,0,
1676505120.0432413,45.1128125,140860,1.731847278752773,1011.1468018475545,17.525295925988964,0,0,0,
1676505121.2357209,45.1091015625,141569,1.736544802804169,1011.157240884916,17.438237819489952,0,0,0,
1676505122.4276156,45.1096875,141569,1.7271050399535997,1011.1581775174886,17.430426650317603,0,0,0,
1676505123.6210618,45.1122265625,141807,1.7365653961319722,1011.1622362598974,17.39657830773701,0,0,0,
1676505124.8133419,45.1122265625,141807,1.7412875871475217,1011.1585982523595,17.426917879037315,0,0,0,
1676505126.0051177,45.111640625,141688,1.7412837154865002,1011.1649376314807,17.37404997405892,0,0,0,
1676505127.1966796,45.11359375,142405,1.7460190590087878,1011.1553266998351,17.45420143319373,0,0,0,
1676505128.3888953,45.119453125,142525,1.7413353392116186,1011.1465027202025,17.52779055953615,0,0,0,
1676505129.5807161,45.128046875,143130,1.736669658209873,1011.1347730132579,17.62561331364519,0,0,0,
1676505130.772421,45.13625,143617,1.7272791610837073,1011.1387899008897,17.592113395325796,0,0,0,
1676505131.9659736,45.146015625,143495,1.7320655298093657,1011.1434850113287,17.552957391482604,0,0,0,
1676505133.1584115,45.1571484375,143862,1.7179717672334844,1011.1467268817431,17.52592111860302,0,0,0,
1676505134.3501673,45.1628125,143617,1.7132867339053037,1011.1321314529846,17.64764337707312,0,0,0,
1676505135.5425506,45.1628125,143495,1.7180087070381953,1011.1321314529846,17.64764337707312,0,0,0,
1676505136.7344725,45.16046875,144231,1.717993421387124,1011.1447575156016,17.542345061099777,0,0,0,
