Time,Counts per minute,
1679523227.4499066,0,
1679523237.4602132,0,
1679523247.4711037,0,
1679523257.4820397,0,
1679523267.4929104,0,
1679523277.5037806,0,
1679523287.5147705,1,
1679523297.5255501,0,
1679523307.5360837,0,
1679523317.5469942,0,
1679523327.5579317,0,
1679523337.568859,0,
