Time,Counts per 10 seconds,
1679521403.7899275,2,
1679521413.8009827,3,
1679521423.812024,1,
1679521433.8230712,3,
1679521443.8341098,2,
1679521453.8451538,3,
1679521463.8561997,1,
1679521473.8672993,6,
1679521483.878374,2,
1679521493.889139,3,
1679521503.9001298,2,
1679521513.9110835,3,
