Time,Counts per 10 seconds,
1679521244.9259505,5,
1679521254.9369013,3,
1679521264.9480386,3,
1679521274.9590354,4,
1679521284.970044,1,
1679521294.9807975,4,
1679521304.991808,3,
1679521315.0027993,3,
1679521325.0139756,2,
1679521335.0249822,6,
1679521345.0360382,5,
1679521355.0469804,2,
