Time,Counts per 10 seconds,
1679522747.96611,3,
1679522757.9770331,1,
1679522767.9879982,1,
1679522777.998809,1,
1679522788.0097313,0,
1679522798.0205336,1,
1679522808.0314755,1,
1679522818.0423093,2,
1679522828.0532138,0,
1679522838.064142,1,
1679522848.0749662,0,
1679522858.085925,4,
