Time,Counts per 10 seconds,
1679522457.9268205,7,
1679522467.937867,3,
1679522477.948786,2,
1679522487.9597216,3,
1679522497.9703102,11,
1679522507.98142,4,
1679522517.992434,8,
1679522528.0034497,5,
1679522538.0143788,1,
1679522548.0254319,6,
1679522558.0365076,6,
1679522568.0475783,7,
