Time,Counts per 10 seconds,
1679521561.0198753,3,
1679521571.0308368,1,
1679521581.0418494,4,
1679521591.0528965,4,
1679521601.06386,3,
1679521611.0748014,1,
1679521621.0857358,1,
1679521631.096535,2,
1679521641.107466,5,
1679521651.1182835,2,
1679521661.129112,1,
1679521671.140169,6,
